Name,Url,Rating,Review_vol,Hotel_name,Address,Ranking,Description,Class,Language,Hotel_styles
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
271. Wontonmeen Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d7272139-Reviews-Wontonmeen_Hostel-Hong_Kong.html#REVIEWS,5.0,57,Wontonmeen Hostel,"1/F, No.135 Lai Chi Kok Road, Prince Edward, Hong Kong China",#11 of 145 hostels in Hong Kong,"The most unique Hong Kong piece of culture with design details to feel a sense of place! Lift to the room, no stairs! Funky communal area to meet other CREATIVES - designers, artists, musicians, journalists.... Courtyard and for relaxation/ smoking, enjoy the rooftop view of our concrete jungle. Bicycle Rental!",1.0 of 5 stars,"English, Chinese","['', 'Quaint', 'Charming']"
272. Empire Hotel Kowloon,https://www.tripadvisor.com/Hotel_Review-g294217-d308429-Reviews-Empire_Hotel_Kowloon-Hong_Kong.html#REVIEWS,4.0,689,Empire Hotel Kowloon,"No.62 Kimberly Road, Tsim Sha Tsui, Kowloon, Hong Kong China",#145 of 802 hotels in Hong Kong,"Empire Hotel Kowloon is situated in a central urban area of Kowloon where visitors will find shops galore, all the convenience and excitement of a vibrant city. The hotel is accessible from all parts of Hong Kong via a seamless transportation hub by rail, land and sea and it is also within walking distance of the China-Macau Ferry Terminal, the gateway to China and the Pearl River Delta.",4.0 of 5 stars,"English, Chinese","['', 'Mid-range', 'Quiet']"
273. Jockey Club Mt. Davis Youth Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d1582709-Reviews-Jockey_Club_Mt_Davis_Youth_Hostel-Hong_Kong.html#REVIEWS,4.0,83,Jockey Club Mt. Davis Youth Hostel,"No.123 Mount Davis Path, Bofulin, Hong Kong China",#18 of 145 hostels in Hong Kong,"The Jockey Club Mt. Davis Youth Hostel, situated against the backdrop of Mount Davis in Pokfulam, offers you the best of both worlds enabling you to enjoy both breathtaking views across Victoria Harbour whilst also being only a short distance from the many clubs, bars, and restaurants for which Hong Kong is justly famous. You can soak up unforgettable morning views of the multitude of boats in the shipping lanes and the distant Tsing Ma Bridge before heading to the heart of Hong Kong by our free shuttle bus to Sheung Wan in 20 minutes for shopping and sightseeing. You can also opt for an historic walk following our heritage trail leaflet to visit a series of World War Two military relics, including the command headquarters, arsenal and batteries of the British military forces at Mount Davis and in the nearby Lung Fu Shan Country Park.
Read more",2.0 of 5 stars,"English, Spanish, Chinese","['', 'Budget']"
274. Bali Hotel Lamma,https://www.tripadvisor.com/Hotel_Review-g294217-d3610842-Reviews-Bali_Hotel_Lamma-Hong_Kong.html#REVIEWS,3.0,25,Bali Hotel Lamma,"8 Main St, Yung shue Wan, Lamma Island, Hong Kong China",#5 of 7 B&Bs in Hong Kong,"See why so many travelers make Bali Hotel Lamma their bed and breakfast of choice when visiting Hong Kong. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.
Guest rooms offer amenities such as air conditioning, and guests can go online with free wifi offered by the bed and breakfast.
Bali Hotel Lamma features a sun terrace, to help make your stay more enjoyable. The property also boasts barbeque facilities.
Read more",3.0 of 5 stars,"English, Chinese",['']
275. City Oasis Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d10711768-Reviews-City_Oasis_Guest_House-Hong_Kong.html#REVIEWS,4.5,27,City Oasis Guest House,"Ngau Au Village Tung Chung Lantau Island, Hong Kong China",#10 of 132 guest houses in Hong Kong,"We are ""City Oasis Guest House"" , which is a licensed guesthouse (holiday flat) in Hong Kong. Our license number is H5714. Our house is located at a small village in the outskirts of Tung Chung, 8 minutes from the Hong Kong Airport by taxi and 4 minutes from Tung Chung City by taxi. Our village is situated at the mountain foot and Tung Chung river mouth on Lantau Island, the green fort of Hong Kong. Our property is a three-storey village house with a total of 2800 square feet. At the rooftop and balconies, you can oversee the unique scenery view with the combination of the airport, cable-car, Tung Chung Bay, wetland, Tung Chung City and mountain views. The master room, dining room and kitchen are on the ground floor while the guest rooms are on the first and second floors. Room are clean, tidy, comfortable and homey. Our guests can feel at home as if they were members of the family, but enjoy a high degree of privacy in the rooms upstairs. Surrounded by woodlands, orchards and rivers, wildlife flies. Our place provide you a valuable opportunity to explore the beauty of the nature of Hong Kong and escape from the madness of city life. Within walking distance, many tourists spots (Tung Chung fort, Tung Chung Battery, Hau Wong Temple, Tin Hau Temple, Fu Tei Wan Lime Kiln, Lo Hon Temple, Ma Wan Chung Village...) though not very well-known, can be reached without long and boring rides. Being not well-known could be an advantage: Man Wan Chung is an ancient fishing village like Tai O. But unlike Tai O, it is quiet and not crowded by tourists, you can find the real life of the local people and enjoy the trip peacefully. If you are a nature lover, don't miss the famous hiking trials (from Tung Chung to Tai O / The big Buddha / Mui Wo) nearby. You can have all scenic views you want. Tired of busy life and tight travelling schedule, our place is the only option for you to have a leisurely and relaxing holiday. Free wifi, board games, books, roof terrace upstairs, garden, outdoor coffee tables and chairs, beach chairs, living room and dining room on the ground floor. Rentable bicycles, BBQ stove and clam digging tools.
Read more",,"English, Chinese",['Charming']
276. Courtyard by Marriott Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d777807-Reviews-Courtyard_by_Marriott_Hong_Kong-Hong_Kong.html#REVIEWS,4.5,1757,Courtyard by Marriott Hong Kong,"167 Connaught Road West Sai Ying Pun, Hong Kong China",#90 of 802 hotels in Hong Kong,"Settle into Courtyard by Marriott Hong Kong and get to work. Intuitively designed, our Sai Ying Pun hotel offers a 12-person event room, travel packages, and everything you need to stay ahead in Hong Kong Island, China. Rooms and suites include plush Marriott bedding, flat-screen LCD TVs, marble bathrooms, and scenic views of Victoria Harbour. Upgrade to an Executive Level room for exclusive access to an Executive Lounge. Exercise in our 24-hour fitness center and energize at MoMo Café serving themed buffet selections and international a la carte options in an inspiring setting. Whether you're visiting Hong Kong for business or pleasure, Courtyard by Marriott Hong Kong helps you move forward.
Read more",4.0 of 5 stars,"English, Chinese","['', 'Mid-range', 'Bay View']"
277. Metro Winner Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d9869410-Reviews-Metro_Winner_Hotel-Hong_Kong.html#REVIEWS,4.0,63,Metro Winner Hotel,"No.476 Nathan Road, Yau Ma Tei 5/F, Kaidu Mansion, Hong Kong China",#217 of 802 hotels in Hong Kong,"Metro Winner Hotel is an urban express hotel situated in the heart of Kowloon in Hong Kong at 476 Nathan Road. Our hotel offers charming and relaxing accommodation with spacious room and luxury bedding including fine linens and Simmons mattress. Our rooms are tastefully decorated to embrace elegance and comfort. We strive to provide each guest with a feeling of home away from home.
We are only 45 minutes by rail from China, and 45 minutes by taxi and bus from the Hong Kong International Airport.
Our guests enjoy the convenience location of our hotel with easy access to transportation services, popular shopping plazas and tourist attractions. We are only minutes away from Mong Kok , Tsim Sha Tsui and the Temple Night Market.
Read more",3.0 of 5 stars,"English, Chinese",['']
"278. China Rich Hotel, Hong Kong",https://www.tripadvisor.com/Hotel_Review-g294217-d25254942-Reviews-China_Rich_Hotel_Hong_Kong-Hong_Kong.html#REVIEWS,3.0,2,"China Rich Hotel, Hong Kong","19 Hing Wan Street, Hong Kong China",#22 of 34 small hotels in Hong Kong,,,"English, Chinese",[]
279. Tankityou Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d15573306-Reviews-Tankityou_Hotel-Hong_Kong.html#REVIEWS,4.0,23,Tankityou Hotel,"5 Minden Avenue, Tsim Sha Tsui, Hong Kong China",#1 of 34 small hotels in Hong Kong,,3.0 of 5 stars,"English, Chinese",['']
280. One96 - Elegant Full Floor Suite Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d7830239-Reviews-One96_Elegant_Full_Floor_Suite_Hotel-Hong_Kong.html#REVIEWS,4.5,418,One96 - Elegant Full Floor Suite Hotel,"196 Queen's Road Central Sheung Wan, Hong Kong 999077 China",#48 of 802 hotels in Hong Kong,"One96 This exceptional luxury boutique hotel comprises full-floor, one-bedroom suites with spacious interiors and a design tailored towards comfort and elegance. The purpose-built property features a distinctive undulating glass façade, designed by Florent Nédélec, which recalls the subtle pattern of woven fabric. As envisaged by prominent interior designer Norman Chan, each of the suites is characterised by soothing modernity in a neutral palette complemented by an abundance of natural light from the large windows. NEIGHBOURHOOD One96 offers travellers a stimulating balance of business, leisure and authentic Hong Kong culture, a few minutes walk from the Central business district. Just behind the hotel is the eclectic Noho area, with a vibrant contrast of historical architecture and the city's most innovative contemporary boutiques and restaurants.
Read more",4.0 of 5 stars,"English, Chinese","['', 'Modern']"
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
281. Popway Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d8145994-Reviews-Popway_Hotel-Hong_Kong.html#REVIEWS,4.0,319,Popway Hotel,"No.117 Chatham Road South Tsim Sha Tsui, Kowloon, Hong Kong 000000 China",#142 of 802 hotels in Hong Kong,"A comfortable, fresh and chic stylish hotel located at the heart of Kowloon district--Tsim Sha Tsui. Surrounded by major attractions and shopping malls, which are within walking distance, it’s perfect location for sightseeing and shopping.(Famous shopping mall such as: The ONE, K11 Art Mall, iSquare, DFS Galleria, Harbor City, etc. ) Besides, there’re a range of museums nearby.",3.0 of 5 stars,"English, Chinese","['', 'Boutique']"
282. Hotel Purple Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d17325705-Reviews-Hotel_Purple_Hong_Kong-Hong_Kong.html#REVIEWS,4.0,18,Hotel Purple Hong Kong,"No.19 Wing Hing Street Causeway Bay, Hong Kong 999077 China",#266 of 802 hotels in Hong Kong,"Hotel Purple is located in Causeway Bay. There are 83 modern and stylish guest rooms and one bedroom suite, offering cozy living space and comprehensive bathroom amenities to ensure guests comfort throughout their stay.",4.0 of 5 stars,,[]
283. Ocean Inn,https://www.tripadvisor.com/Hotel_Review-g294217-d7269978-Reviews-Ocean_Inn-Hong_Kong.html#REVIEWS,4.5,50,Ocean Inn,"No.15 Jordan Road, Kowloon Flat G, 11/F, New Lucky House, Hong Kong China",#1 of 8 lodges in Hong Kong,,2.0 of 5 stars,"English, Chinese","['', 'Centrally Located', 'Budget']"
284. Twenty One Whitfield,https://www.tripadvisor.com/Hotel_Review-g294217-d4062917-Reviews-Twenty_One_Whitfield-Hong_Kong.html#REVIEWS,4.0,211,Twenty One Whitfield,"No.21 Whitfield Road, Causeway Bay, Hong Kong China",#10 of 68 apartment hotels in Hong Kong,"Twenty One Whitfield is an excellent choice for travelers visiting Hong Kong, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.
Given the close proximity of popular landmarks, such as Tsim Sha Tsui Promenade (1.3 mi) and Hong Kong Skyline (1.4 mi), guests of Twenty One Whitfield can easily experience some of Hong Kong's most well known attractions.
Twenty One Whitfield offers guests an array of room amenities including a flat screen TV, air conditioning, and a kitchenette, and getting online is possible, as free wifi is available.
Read more",4.0 of 5 stars,"English, Chinese","['', 'Bay View', 'Residential Neighborhood']"
"285. Le Méridien Hong Kong, Cyberport",https://www.tripadvisor.com/Hotel_Review-g294217-d302434-Reviews-Le_Meridien_Hong_Kong_Cyberport-Hong_Kong.html#REVIEWS,4.5,32,"Le Meridien Hong Kong, Cyberport","100 Cyberport Road, Hong Kong China",#190 of 802 hotels in Hong Kong,"Le Méridien Hong Kong, Cyberport, is a chic, modern lifestyle hotel, providing an authentic and elevated experience of discovery. Following extensive renovations completed in 2022, the hotel displays a mid-century modern aesthetic, with an emphasis on natural materials contrasted by tactile design features, creating a fresh and welcoming ambience. It is the perfect option for rejuvenating stays, memorable meals, motivating meetings and engaging events, catered to individual needs, complemented by technology, sustainability and innovation. With 170 spacious rooms and suites, four distinctive dining options (including al-fresco), a pet-friendly environment, stunning outdoor swimming pool, two gyms, and surrounded by verdant nature, Le Méridien Hong Kong, Cyberport stands out in Hong Kong. The hotel is close to a range of cultural, historic, and entertainment destinations, with a complimentary shuttle service ensuring seamless exploration and discovery.
Read more",5.0 of 5 stars,"English, Chinese","['', 'Park View', 'Family']"
